step,SmallMatrix/conv,SmallMatrix/iters,SmallMatrix/nodes_touched,SmallMatrix/tau,SmallMatrix/alpha,SmallMatrix/beta,SmallMatrix/gamma
306,0.0005265032777761875,306,12852,1,1.4887231116544364,-1.8932348758510975,4.945354726756526
307,0.0007655857343491282,307,12894,1,1.4786033277302404,-1.9078918182136362,4.945573092759709
308,0.00032101832527938677,308,12936,1,1.4977904788077343,-1.8973461627147301,4.9435371887226545
309,0.0011398032250734044,309,12978,1,1.465915838322239,-1.9308553891939575,4.945423830562671
310,0.00046064303594853457,310,13020,1,1.5217949314813335,-1.8887324329947202,4.940428598406928
311,0.0006178766761071306,311,13062,1,1.4883329917881603,-1.9233299647729363,4.94256030752959
312,0.0006593864692240542,312,13104,1,1.5042380330227973,-1.915583131405411,4.940689296536658
313,0.0006478887629205927,313,13146,1,1.5107415081518227,-1.9159460301239066,4.93954656799432
314,0.001064172043613811,314,13188,1,1.5138463269941054,-1.9192240969163834,4.938670934585728
315,0.0002656654535434106,315,13230,1,1.5381399818555515,-1.904418572411237,4.935925206977451
316,0.0006405635634953082,316,13272,1,1.4848015170517277,-1.9562773326092233,4.939854861931455
317,0.000487152527139341,317,13314,1,1.5248896033190051,-1.9275742488274281,4.935813792140813
318,0.0008641533058414018,318,13356,1,1.5174309605160268,-1.9399195883933704,4.9358214671782275
319,0.0009146483946684229,319,13398,1,1.544951014337086,-1.9222954787100672,4.932665118541761
320,0.0003622793897911404,320,13440,1,1.5511520034116577,-1.9229281730320664,4.931397058348242
321,0.0006924946858063987,321,13482,1,1.5167354211634843,-1.9583805554732585,4.933893894166723
322,0.00040227675607560883,322,13524,1,1.5473791289164214,-1.9379910268959017,4.93036319538583
323,0.0009831507721224208,323,13566,1,1.5287717668934186,-1.95989382493227,4.931418724928005
324,0.0007447053106466692,324,13608,1,1.5695976605357433,-1.9308665067168942,4.9267306963348965
325,0.0004493671987025775,325,13650,1,1.5619942331277774,-1.9432758025486638,4.926761175852428
326,0.0007109649744258724,326,13692,1,1.5449506857732458,-1.9637958476927961,4.927716821622615
327,0.00030799772587670397,327,13734,1,1.5678322933262623,-1.9501279052739589,4.9246624261763525
328,0.0010323074660209036,328,13776,1,1.5370483106523074,-1.9825060420114213,4.927006680006638
329,0.0005880704029154337,329,13818,1,1.591020388138891,-1.9421473621964869,4.920629627585409
330,0.0005023894946019441,330,13860,1,1.5716291476070567,-1.9646412812638716,4.9219298516469525
331,0.0006942278724810756,331,13902,1,1.5689885575367315,-1.9728229280878276,4.92141342337507
332,0.00026257526860719435,332,13944,1,1.5862956128974248,-1.9639284103106611,4.91871695599792
333,0.0010394281205748852,333,13986,1,1.5498450574885543,-2.001193664929825,4.921825638935463
334,0.0004907164044960846,334,14028,1,1.6107921526677376,-1.9547911088291658,4.914216942129821
335,0.0005304162254322819,335,14070,1,1.583609599940041,-1.983977963658528,4.916501864187272
336,0.0006643993135172224,336,14112,1,1.5907449980745914,-1.9837774862882744,4.914826644374868
337,0.00036033466029916937,337,14154,1,1.6039947467847129,-1.978332564680772,4.9123924648064605
338,0.001026358550674789,338,14196,1,1.5824862930279124,-2.0026903257631283,4.914024850860045
339,0.0004409223882242973,339,14238,1,1.629809764699494,-1.9680117824739733,4.907381908322829
340,0.0005413584722778011,340,14280,1,1.5987012701954806,-2.0005881120937654,4.910311750442065
341,0.0006359856618997154,341,14322,1,1.6111421774510353,-1.9958158708899778,4.907857339326307
342,0.00041255212528238977,342,14364,1,1.6217423359524332,-1.9926168755128209,4.905566773588299
343,0.001007447131673339,343,14406,1,1.6076758576783732,-2.0105853986401976,4.906386515232209
344,0.00041205416966059695,344,14448,1,1.6486184298896878,-1.9813251346380554,4.900028971496917
345,0.000540751498275805,345,14490,1,1.6154608439045892,-2.015686051436914,4.903441112151947
346,0.0006167727134184715,346,14532,1,1.6306821999314147,-2.008497654119399,4.900431871041956
347,0.0004244998593717814,347,14574,1,1.6400640668905722,-2.0063180687983735,4.898126876570538
348,0.00099006094197727,348,14616,1,1.628463513133127,-2.022169411207836,4.898668690830801
349,0.00040437854763419504,349,14658,1,1.6674988452190038,-1.9944734534303081,4.892078285178402
350,0.0005314637152354731,350,14700,1,1.6342917084406425,-2.028913373306909,4.8957522533444235
351,0.0006090661289048211,351,14742,1,1.649579257292706,-2.021631266024853,4.892498778032729
352,0.0004000679538795625,352,14784,1,1.6591607779912065,-2.0192485855644673,4.889982382892693
353,0.0009756504721322664,353,14826,1,1.6456264097478224,-2.0367678718821667,4.890841345931291
354,0.00041639471585249783,354,14868,1,1.6865070380801543,-2.0073972144541847,4.883471095056079
355,0.0005138633398120564,355,14910,1,1.6551483791657977,-2.040287742986709,4.8871444667730986
356,0.0006107385636411702,356,14952,1,1.6678174485409718,-2.035220675337789,4.8840322529335385
357,0.000341374060923993,357,14994,1,1.6789099691122409,-2.031500307787825,4.881078891826295
358,0.0009607351840505995,358,15036,1,1.658673524299415,-2.054808634241692,4.883041964903029
359,0.00044514377228455993,359,15078,1,1.7054961363525294,-2.020215667955618,4.874176876618339
360,0.00048622798378579577,360,15120,1,1.6775787838515828,-2.0501795037776493,4.877568341293996
361,0.00061594272620176,361,15162,1,1.6851764873314923,-2.049452573185196,4.875041166287367
362,0.00024950651378669454,362,15204,1,1.6989101372443225,-2.043409139772225,4.871408615793413
363,0.0009377023549765693,363,15246,1,1.6652814209240432,-2.0783113767843657,4.875722090667114
364,0.0004865231933741693,364,15288,1,1.7241292738390452,-2.0332139370085462,4.864203123866903
365,0.00044532901706838247,365,15330,1,1.7009342707655064,-2.0591317835502014,4.867015001194588
366,0.000615629281034773,366,15372,1,1.701199120174343,-2.064721162321953,4.865586280821691
367,0.0002703253694427548,367,15414,1,1.718547179159379,-2.0554983186177815,4.861017141651937
368,0.0008956579985481075,368,15456,1,1.6883196891337027,-2.087504640683102,4.86506666099444
369,0.0005895087472638336,369,15498,1,1.7418794512519948,-2.0468454746847207,4.853610119566801
370,0.0003872310405288451,370,15540,1,1.7285531364643543,-2.0642280919411555,4.854727603081746
371,0.0005981747104752218,371,15582,1,1.7150817605293114,-2.0817251372040575,4.855816132636349
372,0.0003345646325737741,372,15624,1,1.7370230540844696,-2.068456812422989,4.850016555562156
373,0.0008217942169577912,373,15666,1,1.716890917471456,-2.091745067237855,4.852435086386157
374,0.0006990480592643399,374,15708,1,1.7579815429458738,-2.0617770759376004,4.842536954824432
375,0.00030843445737427106,375,15750,1,1.7552504979685777,-2.06993829693885,4.841495544290889
376,0.0005505082887289917,376,15792,1,1.7253365420755071,-2.1017639556876992,4.846055264499573
377,0.00038845271613903757,377,15834,1,1.7532641112329987,-2.0832221193060603,4.83862308986286
378,0.0007037850535908422,378,15876,1,1.7427839778534637,-2.0981287095498176,4.839183159450773
379,0.0007979799367473578,379,15918,1,1.771253831682178,-2.0790479641260804,4.831261041173138
380,0.0002074363029999259,380,15960,1,1.7803480349357401,-2.0768522633220217,4.82742603506189
381,0.0005222322173702946,381,16002,1,1.7285687632182847,-2.1277972088092643,4.837090740987673
382,0.0004572305109008404,382,16044,1,1.7707635461469584,-2.0967461089513835,4.826069908058317
383,0.0005335073317722543,383,16086,1,1.7692182467174118,-2.1038404600396445,4.824617369410397
384,0.0008638452183849156,384,16128,1,1.779517928267003,-2.1005653068198757,4.820364476401561
385,0.00032365752754061946,385,16170,1,1.8032446424683763,-2.0854872975372665,4.812665721852566
386,0.0004849225168188178,386,16212,1,1.7667753776833035,-2.12315617178873,4.819637400137765
387,0.0005396627542478391,387,16254,1,1.7874058439436924,-2.11081622619011,4.812760615862188
388,0.00031167943418935746,388,16296,1,1.795747553438596,-2.1092062316162976,4.80871823971318
389,0.0008707131407133413,389,16338,1,1.777067450360235,-2.131265825369087,4.8113980402998795
390,0.0004428029879364883,390,16380,1,1.8232242141743635,-2.0964356263497748,4.797455921637315
391,0.00040912591319640357,391,16422,1,1.7994451339895228,-2.1230257467312885,4.801725635738256
392,0.0005637026893648859,392,16464,1,1.8001390433459816,-2.1280880704741967,4.799477496974358
393,0.00028591373764557483,393,16506,1,1.8172483332961713,-2.118715770027783,4.792778116646355
394,0.0007941362498530263,394,16548,1,1.7932723880367765,-2.1454345931766654,4.797077403354894
395,0.0006354731755910753,395,16590,1,1.8391418357339884,-2.1107189168416958,4.782222254697471
396,0.0002920112494243471,396,16632,1,1.8339829453923422,-2.120913265657604,4.781486225876547
397,0.0005078272067432399,397,16674,1,1.8060085983888228,-2.151185029836621,4.787145222947689
398,0.0003749894301947826,398,16716,1,1.8326998399391163,-2.1333055848370868,4.777316201498486
399,0.0006198335157026997,399,16758,1,1.8242105396806154,-2.1464143276207195,4.777480363138383
400,0.0007844246328066631,400,16800,1,1.8487366122611053,-2.1303629671326743,4.767817944341456
401,0.0002494968010938362,401,16842,1,1.8622705977757525,-2.1239746266739044,4.761166167866141
402,0.0004794321486542739,402,16884,1,1.8193023175826877,-2.167565152563754,4.771845183006126
403,0.0004883107204249805,403,16926,1,1.8500781214869448,-2.1459689464238614,4.760100591628834
404,0.0003543241242222642,404,16968,1,1.854774525034597,-2.1473864246402234,4.756113514159615
405,0.0008321364498203628,405,17010,1,1.8455929670846762,-2.161082292092157,4.75649470801266
406,0.00041201889066813766,406,17052,1,1.8843626733887135,-2.132218851485597,4.741133303781636
407,0.00039476906968805063,407,17094,1,1.859671285912393,-2.159689836261027,4.746808655597105
408,0.0005345134545127018,408,17136,1,1.861870753575512,-2.163256410732486,4.7434373789940505
409,0.00028298271878741656,409,17178,1,1.8781841067549259,-2.1542594745175996,4.735205501476752
410,0.0007433039047651906,410,17220,1,1.8561355504298795,-2.1793334211555706,4.739959221912058
411,0.000638601462150659,411,17262,1,1.8994676472684922,-2.1462572100507473,4.722040950667145
412,0.00024808406122918934,412,17304,1,1.89723627493082,-2.1536886453614095,4.719994099068602
413,0.0004805225613384492,413,17346,1,1.8626006192189852,-2.189968035582589,4.729447330194964
414,0.000380001195722401,414,17388,1,1.893563055507746,-2.1678372573378657,4.715538345790481
415,0.0005100788307875765,415,17430,1,1.8879494071416874,-2.178257351684107,4.714657133412576
416,0.0007860759456875893,416,17472,1,1.9038708794217674,-2.1694328308340514,4.705690663036814
417,0.0003163682033578734,417,17514,1,1.9253866798372532,-2.1556322077469376,4.6942114724471065
418,0.00042942400432180244,418,17556,1,1.8923172805861261,-2.1905006001658838,4.703965950584387
419,0.0005048426193470547,419,17598,1,1.908703939672626,-2.1812032833982835,4.694527722252486
420,0.00021041089344687162,420,17640,1,1.9192085617739045,-2.1771222526874316,4.687139256702409
421,0.0007668819712750998,421,17682,1,1.8875006490936332,-2.2107908988152993,4.6963831547782195
422,0.0005347514414809541,422,17724,1,1.9440830752952358,-2.165542415862682,4.670226125984328
423,0.00029153648542523994,423,17766,1,1.9333608652084133,-2.1803348083802074,4.671371289228084
424,0.0004716994595634704,424,17808,1,1.912677245125702,-2.2041558842644813,4.676622154050377
425,0.0003471037817213612,425,17850,1,1.9361489891477035,-2.1883397296533063,4.663320758788294
426,0.0005576357921320517,426,17892,1,1.927659890064262,-2.201209671333879,4.663496502930736
427,0.0007412570103023475,427,17934,1,1.9508191025408634,-2.1856405596527604,4.649801235804944
428,0.0002734292152451384,428,17976,1,1.9663392069787082,-2.1770126354679893,4.639126202811445
429,0.00042897938883968903,429,18018,1,1.9298203765021724,-2.2149074619126505,4.651898453263373
430,0.00047852945653070636,430,18060,1,1.952002281707868,-2.2001031499944403,4.638251432823608
431,0.00020009456911923665,431,18102,1,1.9603732310287652,-2.197737257155317,4.630601169964335
432,0.000750123134847905,432,18144,1,1.9290013374872728,-2.2311592817287313,4.641198725212634
433,0.0005037152233660035,433,18186,1,1.9865265243169707,-2.1846368268153293,4.610278434105539
434,0.0002870546630475921,434,18228,1,1.9742825642352897,-2.2005976223264856,4.612254221176446
435,0.00045531301743261064,435,18270,1,1.9554938368107884,-2.22263425883429,4.617384826655998
436,0.0003375718551792885,436,18312,1,1.9780780576983648,-2.207327533810345,4.602288360517964
437,0.0005294960793967532,437,18354,1,1.9699295129012473,-2.219731439196523,4.602247202000944
438,0.0007255059076451318,438,18396,1,1.9920870463436482,-2.2048371876488906,4.586841880977618
439,0.0002838456755772878,439,18438,1,2.0088282565738163,-2.194919557740819,4.573798203363884
440,0.00040739809264455674,440,18480,1,1.974790507443993,-2.230468624119996,4.587230940914123
441,0.00047022640586650763,441,18522,1,1.9933157559180656,-2.2187101705163337,4.573227290024851
442,0.0002100930448844278,442,18564,1,2.003065909981971,-2.2149095959859397,4.56357272782521
443,0.0007091280840064917,443,18606,1,1.974542211131874,-2.245732588126269,4.574347762417011
444,0.000540464483022303,444,18648,1,2.027628453542683,-2.202818306819019,4.540838537838889
445,0.0002419083824083177,445,18690,1,2.0205507779010983,-2.2139954344944464,4.540110495381171
446,0.0004397951841136719,446,18732,1,1.9920808963558043,-2.244638194422907,4.55133734758175
447,0.0003487024958063496,447,18774,1,2.020108613133386,-2.224141067905037,4.530820081797472
448,0.00043294430357413067,448,18816,1,2.014694403832685,-2.233895437386858,4.5291014635720686
449,0.0007266905131317052,449,18858,1,2.027377026935226,-2.227305302087516,4.516817758101569
450,0.0003365339187168125,450,18900,1,2.052307257441421,-2.2098320007931482,4.496853822927371
451,0.00036062811038402233,451,18942,1,2.0251251714078897,-2.2389976991437806,4.508142092377087
452,0.0004622972208646726,452,18984,1,2.031863947675769,-2.237709550608044,4.4989879795791765
453,0.00026405453580977687,453,19026,1,2.045835003499708,-2.2298917069615563,4.485209532428999
454,0.0006254856743600336,454,19068,1,2.027247076727692,-2.251500272849241,4.491445437889668
455,0.0006175887191960368,455,19110,1,2.0659671722607618,-2.221320858685356,4.461724216527976
456,0.00017826316495518475,456,19152,1,2.0694024947885095,-2.222940383044184,4.453969999062316
457,0.0004169773411198565,457,19194,1,2.023411343615581,-2.269388981266726,4.477949693552919
458,0.0004101459429209707,458,19236,1,2.0614388301432873,-2.2394391989228373,4.44798044257091
459,0.0002598206115737875,459,19278,1,2.064727774869411,-2.241144394491413,4.440129481487741
460,0.0007034230367770026,460,19320,1,2.0503512804283703,-2.258878502989776,4.44397803423517
461,0.00043444462554577087,461,19362,1,2.094422190811306,-2.2237723030951333,4.408193745450328
462,0.0002741907011004745,462,19404,1,2.0789092188121026,-2.2422567597300924,4.412975610090577
463,0.0004169459555091095,463,19446,1,2.0643857004338124,-2.2600554746524018,4.4170471498263275
464,0.00031318838915825304,464,19488,1,2.0851637278948383,-2.245793612400374,4.396492700358738
465,0.0004635221323122968,465,19530,1,2.0776304837242328,-2.2572049675568175,4.395694524412159
466,0.0006827973090365539,466,19572,1,2.0973341010987445,-2.2439180609898584,4.375290039109765
467,0.00030202067767304096,467,19614,1,2.11691236717163,-2.230867379264249,4.354417272761425
468,0.0003536416952070524,468,19656,1,2.0880525483665053,-2.2613977122633138,4.369354596528893
469,0.0004363945748728352,469,19698,1,2.098330768592006,-2.2565653584241785,4.355273519553025
470,0.00024770313416107206,470,19740,1,2.110724855506105,-2.2498211338246237,4.339316146283435
471,0.0005955747064403943,471,19782,1,2.09201261100058,-2.271340162018017,4.346886188523657
472,0.0005936100963490889,472,19824,1,2.1311428718704275,-2.240304407414492,4.309872371424696
473,0.00018428311872381933,473,19866,1,2.134959590392324,-2.2412682433588693,4.299863575362208
474,0.0003937969829551702,474,19908,1,2.092136668635079,-2.2847068275098694,4.326653400542071
475,0.00039905316162253595,475,19950,1,2.1263778116838346,-2.2577726899230046,4.292621133559818
476,0.00020040473179096897,476,19992,1,2.1308638347474567,-2.2580781515971378,4.281832008908937
477,0.0006580274594470617,477,20034,1,2.107362001431369,-2.2839884942315325,4.293729496207918
478,0.0004669576619376069,478,20076,1,2.1588591707511955,-2.2415170360900696,4.243824526665841
479,0.00022537365271958667,479,20118,1,2.1490261634355154,-2.254644766061335,4.244635407352556
480,0.0004012216602484413,480,20160,1,2.1239148055507977,-2.281875757584973,4.2583118439610885
481,0.00032390426077338766,481,20202,1,2.150871386197229,-2.261605293939413,4.227871920895364
482,0.00035363425991679395,482,20244,1,2.1462840374333947,-2.2700765484158074,4.224141978946516
483,0.0006640781397695122,483,20286,1,2.1537617676546956,-2.267607974517085,4.209876609880664
484,0.00034766783707861065,484,20328,1,2.183019353810137,-2.24570768221613,4.1759638096813125
485,0.00029048640763518804,485,20370,1,2.161035517699882,-2.2696311895322405,4.18762596946523
486,0.0003983342976694984,486,20412,1,2.1578503844652857,-2.276806221181914,4.182447174317568
487,0.0002802008238187579,487,20454,1,2.174441251865265,-2.266133757858663,4.15929356475587
488,0.0004662240927265582,488,20496,1,2.16439048168427,-2.2794619332401376,4.160243943567669
489,0.0006309299740916618,489,20538,1,2.18872503464727,-2.2618962416717565,4.129407237290012
490,0.0002758409064982377,490,20580,1,2.2048732625096,-2.251850550674491,4.105625934089846
491,0.0003332304488819954,491,20622,5,2.175756895641919,-2.2820152444867703,4.1245893678351875
492,0.00040219023110250716,492,20664,,2.175756895641919,-2.2820152444867703,4.1245893678351875
493,0.00023717572876556014,493,20706,,2.175756895641919,-2.2820152444867703,4.1245893678351875
494,0.0005405043699739892,494,20748,,2.175756895641919,-2.2820152444867703,4.1245893678351875
495,0.0005751675128288841,495,20790,,2.175756895641919,-2.2820152444867703,4.1245893678351875
496,0.00020632380023805812,496,20832,5,2.2251923200858807,-2.2592284062906454,4.03230692620295
497,0.00035747798432619497,497,20874,,2.2251923200858807,-2.2592284062906454,4.03230692620295
498,0.00038401199278131546,498,20916,,2.2251923200858807,-2.2592284062906454,4.03230692620295
499,0.00018763209334863207,499,20958,,2.2251923200858807,-2.2592284062906454,4.03230692620295
500,0.0005828058923565863,500,21000,,2.2251923200858807,-2.2592284062906454,4.03230692620295
501,0.0005098398797048531,501,21042,5,2.2458503474452924,-2.2620432285301653,3.9639340001077574
502,0.00015080758169549113,502,21084,,2.2458503474452924,-2.2620432285301653,3.9639340001077574
503,0.00036766479509242725,503,21126,,2.2458503474452924,-2.2620432285301653,3.9639340001077574
504,0.0003534723591061865,504,21168,,2.2458503474452924,-2.2620432285301653,3.9639340001077574
505,0.00019091481636720572,505,21210,,2.2458503474452924,-2.2620432285301653,3.9639340001077574
506,0.0006013609742131512,506,21252,5,2.2215898957851756,-2.3040619778899245,3.9408860472162415
507,0.0004447717816370619,507,21294,,2.2215898957851756,-2.3040619778899245,3.9408860472162415
508,0.00018990967451203356,508,21336,,2.2215898957851756,-2.3040619778899245,3.9408860472162415
509,0.0003684930737211006,509,21378,,2.2215898957851756,-2.3040619778899245,3.9408860472162415
510,0.0003187143688636822,510,21420,,2.2215898957851756,-2.3040619778899245,3.9408860472162415
511,0.000257083635130912,511,21462,5,2.26222952862059,-2.2889462417449646,3.8453924562980824
512,0.0006040786626397614,512,21504,,2.26222952862059,-2.2889462417449646,3.8453924562980824
513,0.00038635901598943934,513,21546,,2.26222952862059,-2.2889462417449646,3.8453924562980824
514,0.00021763554286843536,514,21588,,2.26222952862059,-2.2889462417449646,3.8453924562980824
515,0.00036359008059647785,515,21630,,2.26222952862059,-2.2889462417449646,3.8453924562980824
516,0.0002850479027674051,516,21672,5,2.287859447201267,-2.2871035776758077,3.7622893525656833
517,0.00030377177939912823,517,21714,,2.287859447201267,-2.2871035776758077,3.7622893525656833
518,0.0005971573103681507,518,21756,,2.287859447201267,-2.2871035776758077,3.7622893525656833
519,0.0003380554136693739,519,21798,,2.287859447201267,-2.2871035776758077,3.7622893525656833
520,0.00023569034237597684,520,21840,,2.287859447201267,-2.2871035776758077,3.7622893525656833
521,0.00035597300865932677,521,21882,5,2.291113766860917,-2.304380983167543,3.702779411688807
522,0.00026198985303570096,522,21924,,2.291113766860917,-2.304380983167543,3.702779411688807
523,0.00033355146681105364,523,21966,,2.291113766860917,-2.304380983167543,3.702779411688807
524,0.0005857686040492066,524,22008,,2.291113766860917,-2.304380983167543,3.702779411688807
525,0.000315995817211011,525,22050,,2.291113766860917,-2.304380983167543,3.702779411688807
526,0.00024565983163666824,526,22092,5,2.323284208966614,-2.29679553549988,3.6051422256791055
527,0.00034775581386232524,527,22134,,2.323284208966614,-2.29679553549988,3.6051422256791055
528,0.00025277534037540305,528,22176,,2.323284208966614,-2.29679553549988,3.6051422256791055
529,0.0003488223607282536,529,22218,,2.323284208966614,-2.29679553549988,3.6051422256791055
530,0.0005731188945737519,530,22260,,2.323284208966614,-2.29679553549988,3.6051422256791055
531,0.00030185620997621543,531,22302,5,2.3676155684714155,-2.2792893202049225,3.4875566492561543
532,0.00024876308090042014,532,22344,,2.3676155684714155,-2.2792893202049225,3.4875566492561543
533,0.0003400568421312918,533,22386,,2.3676155684714155,-2.2792893202049225,3.4875566492561543
534,0.0002447146186256653,534,22428,,2.3676155684714155,-2.2792893202049225,3.4875566492561543
535,0.00035163258651903326,535,22470,,2.3676155684714155,-2.2792893202049225,3.4875566492561543
536,0.0005610096140682402,536,22512,5,2.368838680142035,-2.2976107088616198,3.4232750927642828
537,0.00029358876701611193,537,22554,,2.368838680142035,-2.2976107088616198,3.4232750927642828
538,0.00024607661239425436,538,22596,,2.368838680142035,-2.2976107088616198,3.4232750927642828
539,0.0003336087226176524,539,22638,,2.368838680142035,-2.2976107088616198,3.4232750927642828
540,0.00023862080917520795,540,22680,,2.368838680142035,-2.2976107088616198,3.4232750927642828
541,0.0003435003236891993,541,22722,5,2.374286556726888,-2.3123050772681513,3.351798920473819
542,0.0005503343525767708,542,22764,,2.374286556726888,-2.3123050772681513,3.351798920473819
543,0.0002910525493268471,543,22806,,2.374286556726888,-2.3123050772681513,3.351798920473819
544,0.00023821966401588608,544,22848,,2.374286556726888,-2.3123050772681513,3.351798920473819
545,0.00032848117502331825,545,22890,,2.374286556726888,-2.3123050772681513,3.351798920473819
546,0.0002343085556943746,546,22932,5,2.407749491493867,-2.3036863461785955,3.2394396381040766
547,0.00032510910581576486,547,22974,,2.407749491493867,-2.3036863461785955,3.2394396381040766
548,0.0005404994273730353,548,23016,,2.407749491493867,-2.3036863461785955,3.2394396381040766
549,0.000293467952570126,549,23058,,2.407749491493867,-2.3036863461785955,3.2394396381040766
550,0.00022534024692175163,550,23100,,2.407749491493867,-2.3036863461785955,3.2394396381040766
551,0.00032405855749757274,551,23142,5,2.4137906559264883,-2.3175954962833405,3.1633009404834445
552,0.0002308089375825902,552,23184,,2.4137906559264883,-2.3175954962833405,3.1633009404834445
553,0.00029686775497838084,553,23226,,2.4137906559264883,-2.3175954962833405,3.1633009404834445
554,0.0005303390961171744,554,23268,,2.4137906559264883,-2.3175954962833405,3.1633009404834445
555,0.00029986359388155183,555,23310,,2.4137906559264883,-2.3175954962833405,3.1633009404834445
556,0.00020737481558928778,556,23352,5,2.446032940467226,-2.309970623434365,3.0478193960243978
557,0.00031945173570393007,557,23394,,2.446032940467226,-2.309970623434365,3.0478193960243978
558,0.00023464408775827027,558,23436,,2.446032940467226,-2.309970623434365,3.0478193960243978
559,0.0002587637499326023,559,23478,,2.446032940467226,-2.309970623434365,3.0478193960243978
560,0.0005178247583667459,560,23520,,2.446032940467226,-2.309970623434365,3.0478193960243978
561,0.000325339620574025,561,23562,5,2.488628085408605,-2.2941894598445587,2.914903247933137
562,0.00018399898288723134,562,23604,,2.488628085408605,-2.2941894598445587,2.914903247933137
563,0.00031322765910827405,563,23646,,2.488628085408605,-2.2941894598445587,2.914903247933137
564,0.00024823908361327595,564,23688,,2.488628085408605,-2.2941894598445587,2.914903247933137
565,0.00021083095341320826,565,23730,,2.488628085408605,-2.2941894598445587,2.914903247933137
566,0.000500368180525889,566,23772,5,2.4741109732445206,-2.3238837068567486,2.864681322229764
567,0.00035697913370218534,567,23814,,2.4741109732445206,-2.3238837068567486,2.864681322229764
568,0.00015517694798997854,568,23856,,2.4741109732445206,-2.3238837068567486,2.864681322229764
569,0.0003040789731569688,569,23898,,2.4741109732445206,-2.3238837068567486,2.864681322229764
570,0.00026134114197312776,570,23940,,2.4741109732445206,-2.3238837068567486,2.864681322229764
571,0.00015332635473905808,571,23982,5,2.5036780211607006,-2.318321578458404,2.7484226919848624
572,0.00047531152927803716,572,24024,,2.5036780211607006,-2.318321578458404,2.7484226919848624
573,0.0003902943167417214,573,24066,,2.5036780211607006,-2.318321578458404,2.7484226919848624
574,0.0001248353793279208,574,24108,,2.5036780211607006,-2.318321578458404,2.7484226919848624
575,0.00029025032909243037,575,24150,,2.5036780211607006,-2.318321578458404,2.7484226919848624
576,0.0002705874453330264,576,24192,5,2.5288405898121504,-2.316113231730358,2.6378659196782026
577,0.00013577187216001323,577,24234,,2.5288405898121504,-2.316113231730358,2.6378659196782026
578,0.0004394414676723941,578,24276,,2.5288405898121504,-2.316113231730358,2.6378659196782026
579,0.00042124269828197505,579,24318,,2.5288405898121504,-2.316113231730358,2.6378659196782026
580,0.0001639324170873641,580,24360,,2.5288405898121504,-2.316113231730358,2.6378659196782026
581,0.00027008346372025394,581,24402,5,2.527433791287568,-2.3347311250600087,2.566914883375131
582,0.0002724417028624977,582,24444,,2.527433791287568,-2.3347311250600087,2.566914883375131
583,0.00016056812729203714,583,24486,,2.527433791287568,-2.3347311250600087,2.566914883375131
584,0.0003904279987386229,584,24528,,2.527433791287568,-2.3347311250600087,2.566914883375131
585,0.0004455128773159056,585,24570,,2.527433791287568,-2.3347311250600087,2.566914883375131
586,0.00020368590708934523,586,24612,5,2.5874839812301125,-2.3046545369960416,2.4036115000811105
587,0.00024209983076450196,587,24654,,2.5874839812301125,-2.3046545369960416,2.4036115000811105
588,0.0002741318933326663,588,24696,,2.5874839812301125,-2.3046545369960416,2.4036115000811105
589,0.00017861951189934662,589,24738,,2.5874839812301125,-2.3046545369960416,2.4036115000811105
590,0.0003263317882033469,590,24780,,2.5874839812301125,-2.3046545369960416,2.4036115000811105
591,0.0004576849159917337,591,24822,5,2.5963236041086244,-2.314894522738835,2.3174661395808087
592,0.0002408868060538698,592,24864,,2.5963236041086244,-2.314894522738835,2.3174661395808087
593,0.00020537521714600036,593,24906,,2.5963236041086244,-2.314894522738835,2.3174661395808087
594,0.00027997893295806254,594,24948,,2.5963236041086244,-2.314894522738835,2.3174661395808087
595,0.0001863987499901346,595,24990,,2.5963236041086244,-2.314894522738835,2.3174661395808087
596,0.00024718611762971986,596,25032,5,2.595627225913025,-2.3325123941154673,2.246155289386355
597,0.00045276274162168713,597,25074,,2.595627225913025,-2.3325123941154673,2.246155289386355
598,0.0002840253630106578,598,25116,,2.595627225913025,-2.3325123941154673,2.246155289386355
599,0.00015994088063340665,599,25158,,2.595627225913025,-2.3325123941154673,2.246155289386355
600,0.0002755184464939772,600,25200,,2.595627225913025,-2.3325123941154673,2.246155289386355
601,0.00021449915051771225,601,25242,5,2.6316545597886365,-2.3209653971146524,2.121260167105494
602,0.00015478028266850748,602,25284,,2.6316545597886365,-2.3209653971146524,2.121260167105494
603,0.00042590917877876515,603,25326,,2.6316545597886365,-2.3209653971146524,2.121260167105494
604,0.0003479311086421899,604,25368,,2.6316545597886365,-2.3209653971146524,2.121260167105494
605,0.00011973276073709238,605,25410,,2.6316545597886365,-2.3209653971146524,2.121260167105494
606,0.00025828647825425796,606,25452,5,2.6206641965957895,-2.346391964160097,2.066770814467219
607,0.00023377683635977884,607,25494,,2.6206641965957895,-2.346391964160097,2.066770814467219
608,0.00012991177306725403,608,25536,,2.6206641965957895,-2.346391964160097,2.066770814467219
609,0.0003741160062100963,609,25578,,2.6206641965957895,-2.346391964160097,2.066770814467219
610,0.0003950514467598769,610,25620,,2.6206641965957895,-2.346391964160097,2.066770814467219
611,0.00017734435189872036,611,25662,5,2.687129338162802,-2.3105064741689296,1.9016451132889725
612,0.00022685190866456514,612,25704,,2.687129338162802,-2.3105064741689296,1.9016451132889725
