step,SmallMatrix/conv,SmallMatrix/iters,SmallMatrix/nodes_touched,SmallMatrix/tau,SmallMatrix/alpha,SmallMatrix/beta,SmallMatrix/gamma
920,0.00016476991609340062,920,38640,,3.819948053865937,-2.2006081550914964,0.02496976360834635
921,0.00010759438664504004,921,38682,5,3.8519175069288147,-2.179550333866113,0.022478967196429167
922,7.317243521857549e-05,922,38724,,3.8519175069288147,-2.179550333866113,0.022478967196429167
923,0.0001113908736315636,923,38766,,3.8519175069288147,-2.179550333866113,0.022478967196429167
924,0.00010121522855569131,924,38808,,3.8519175069288147,-2.179550333866113,0.022478967196429167
925,7.457541665685451e-05,925,38850,,3.8519175069288147,-2.179550333866113,0.022478967196429167
926,0.0001242556359235801,926,38892,5,3.849591481033044,-2.1963850555273914,0.02156331709863224
927,0.00016479715415947075,927,38934,,3.849591481033044,-2.1963850555273914,0.02156331709863224
928,0.00011722488644019997,928,38976,,3.849591481033044,-2.1963850555273914,0.02156331709863224
929,6.196613624486472e-05,929,39018,,3.849591481033044,-2.1963850555273914,0.02156331709863224
930,0.00010625665648301637,930,39060,,3.849591481033044,-2.1963850555273914,0.02156331709863224
931,0.00010578888424520342,931,39102,5,3.8734139320064522,-2.1837066642498097,0.0196880603051115
932,7.641755901063553e-05,932,39144,,3.8734139320064522,-2.1837066642498097,0.0196880603051115
933,0.00010629392212626367,933,39186,,3.8734139320064522,-2.1837066642498097,0.0196880603051115
934,0.00016160582593537347,934,39228,,3.8734139320064522,-2.1837066642498097,0.0196880603051115
935,0.00013100764672906216,935,39270,,3.8734139320064522,-2.1837066642498097,0.0196880603051115
936,7.278706167600213e-05,936,39312,5,3.8937320442952372,-2.174975703832167,0.018093789215908984
937,9.91112637215994e-05,937,39354,,3.8937320442952372,-2.174975703832167,0.018093789215908984
938,0.0001087673043384968,938,39396,,3.8937320442952372,-2.174975703832167,0.018093789215908984
939,7.731089071837654e-05,939,39438,,3.8937320442952372,-2.174975703832167,0.018093789215908984
940,8.558772328134552e-05,940,39480,,3.8937320442952372,-2.174975703832167,0.018093789215908984
941,0.00015451782141501395,941,39522,5,3.8996976710859865,-2.1822323812593707,0.017091916341862134
942,0.00014264851302007482,942,39564,,3.8996976710859865,-2.1822323812593707,0.017091916341862134
943,8.473500335081131e-05,943,39606,,3.8996976710859865,-2.1822323812593707,0.017091916341862134
944,8.980953095510822e-05,944,39648,,3.8996976710859865,-2.1822323812593707,0.017091916341862134
945,0.00010963949244680981,945,39690,,3.8996976710859865,-2.1822323812593707,0.017091916341862134
946,8.249163075729139e-05,946,39732,5,3.9204815148197536,-2.1725066795662693,0.015683364365758568
947,6.564776553755905e-05,947,39774,,3.9204815148197536,-2.1725066795662693,0.015683364365758568
948,0.00014301315821834622,948,39816,,3.9204815148197536,-2.1725066795662693,0.015683364365758568
949,0.00015105325619783446,949,39858,,3.9204815148197536,-2.1725066795662693,0.015683364365758568
950,9.559434937653063e-05,950,39900,,3.9204815148197536,-2.1725066795662693,0.015683364365758568
951,7.835051738712677e-05,951,39942,5,3.9326507089450695,-2.172456861741618,0.014634772016350883
952,0.00010793052885133801,952,39984,,3.9326507089450695,-2.172456861741618,0.014634772016350883
953,9.187999391144308e-05,953,40026,,3.9326507089450695,-2.172456861741618,0.014634772016350883
954,7.000679963708473e-05,954,40068,,3.9326507089450695,-2.172456861741618,0.014634772016350883
955,0.00012683467676804022,955,40110,,3.9326507089450695,-2.172456861741618,0.014634772016350883
956,0.0001550947765109192,956,40152,5,3.9537736023821024,-2.1620513868642854,0.013411939867436828
957,0.00010456760617117954,957,40194,,3.9537736023821024,-2.1620513868642854,0.013411939867436828
958,6.492252374069407e-05,958,40236,,3.9537736023821024,-2.1620513868642854,0.013411939867436828
959,0.00010325532214689794,959,40278,,3.9537736023821024,-2.1620513868642854,0.013411939867436828
960,9.924162431349933e-05,960,40320,,3.9537736023821024,-2.1620513868642854,0.013411939867436828
961,7.315878795256559e-05,961,40362,5,3.963349635593836,-2.164602882033021,0.012576195777119548
962,0.00010609846793470429,962,40404,,3.963349635593836,-2.164602882033021,0.012576195777119548
963,0.0001537253398662581,963,40446,,3.963349635593836,-2.164602882033021,0.012576195777119548
964,0.00012211975759271045,964,40488,,3.963349635593836,-2.164602882033021,0.012576195777119548
965,6.870441516671134e-05,965,40530,,3.963349635593836,-2.164602882033021,0.012576195777119548
966,9.538247099994779e-05,966,40572,5,3.9703601224364644,-2.1702254519282476,0.011859869363040954
967,0.00010382486577047537,967,40614,,3.9703601224364644,-2.1702254519282476,0.011859869363040954
968,7.468945061198044e-05,968,40656,,3.9703601224364644,-2.1702254519282476,0.011859869363040954
969,8.139234839714003e-05,969,40698,,3.9703601224364644,-2.1702254519282476,0.011859869363040954
970,0.00014612675187063916,970,40740,,3.9703601224364644,-2.1702254519282476,0.011859869363040954
971,0.00013692736375898256,971,40782,5,4.000743410451171,-2.1485028585368866,0.010650202324153035
972,8.336580368647253e-05,972,40824,,4.000743410451171,-2.1485028585368866,0.010650202324153035
973,8.430245380417603e-05,973,40866,,4.000743410451171,-2.1485028585368866,0.010650202324153035
974,0.00010493905668834154,974,40908,,4.000743410451171,-2.1485028585368866,0.010650202324153035
975,8.218575720734846e-05,975,40950,,4.000743410451171,-2.1485028585368866,0.010650202324153035
976,6.527389336966202e-05,976,40992,5,4.003163559218856,-2.158852205253987,0.010134119313831125
977,0.000131885613740549,977,41034,,4.003163559218856,-2.158852205253987,0.010134119313831125
978,0.00014619938318376037,978,41076,,4.003163559218856,-2.158852205253987,0.010134119313831125
979,9.581825635913095e-05,979,41118,,4.003163559218856,-2.158852205253987,0.010134119313831125
980,7.029634041086266e-05,980,41160,,4.003163559218856,-2.158852205253987,0.010134119313831125
981,0.00010204414796621215,981,41202,5,4.014303442120919,-2.1591818671468155,0.009471907268476798
982,9.249989766570529e-05,982,41244,,4.014303442120919,-2.1591818671468155,0.009471907268476798
983,6.992909763752002e-05,983,41286,,4.014303442120919,-2.1591818671468155,0.009471907268476798
984,0.00011117463534017334,984,41328,,4.014303442120919,-2.1591818671468155,0.009471907268476798
985,0.00014844063656175853,985,41370,,4.014303442120919,-2.1591818671468155,0.009471907268476798
986,0.00011101344611587043,986,41412,5,4.043619001045685,-2.13811087199774,0.008510707920518445
987,6.174761229003661e-05,987,41454,,4.043619001045685,-2.13811087199774,0.008510707920518445
988,9.484919645231993e-05,988,41496,,4.043619001045685,-2.13811087199774,0.008510707920518445
989,9.927074567402283e-05,989,41538,,4.043619001045685,-2.13811087199774,0.008510707920518445
990,7.250762770207555e-05,990,41580,,4.043619001045685,-2.13811087199774,0.008510707920518445
991,8.48990170152177e-05,991,41622,5,4.043142606085907,-2.1515181370270744,0.008151997250364751
992,0.0001425392294253935,992,41664,,4.043142606085907,-2.1515181370270744,0.008151997250364751
993,0.0001294084999339879,993,41706,,4.043142606085907,-2.1515181370270744,0.008151997250364751
994,7.873611682913999e-05,994,41748,,4.043142606085907,-2.1515181370270744,0.008151997250364751
995,8.341474308106739e-05,995,41790,,4.043142606085907,-2.1515181370270744,0.008151997250364751
996,0.00010156619690549282,996,41832,5,4.059781310394444,-2.1447780341824743,0.007522165988860241
997,7.881314303052832e-05,997,41874,,4.059781310394444,-2.1447780341824743,0.007522165988860241
998,6.348677292688686e-05,998,41916,,4.059781310394444,-2.1447780341824743,0.007522165988860241
999,0.00012804518384596728,999,41958,,4.059781310394444,-2.1447780341824743,0.007522165988860241
1000,0.0001407467419221244,1000,42000,,4.059781310394444,-2.1447780341824743,0.007522165988860241
